truth,predicted,count
Court of Appeals of Iowa,Idaho Supreme Court,0
Court of Appeals of Kansas,Idaho Supreme Court,0
Court of Appeals of Kentucky (pre-1976),Idaho Supreme Court,0
Court of Appeals of Maryland,Idaho Supreme Court,0
Court of Appeals of Minnesota,Idaho Supreme Court,0
Court of Appeals of Mississippi,Idaho Supreme Court,0
Court of Appeals of North Carolina,Idaho Supreme Court,0
Court of Appeals of Oregon,Idaho Supreme Court,0
Court of Appeals of South Carolina,Idaho Supreme Court,0
Court of Appeals of Texas,Idaho Supreme Court,0
Court of Appeals of Washington,Idaho Supreme Court,0
Court of Appeals of Wisconsin,Idaho Supreme Court,0
Court of Chancery of Delaware,Idaho Supreme Court,0
Court of Civil Appeals of Alabama,Idaho Supreme Court,0
Court of Claims of Illinois,Idaho Supreme Court,0
Court of Criminal Appeals of Alabama,Idaho Supreme Court,0
Court of Criminal Appeals of Oklahoma,Idaho Supreme Court,0
Court of Criminal Appeals of Texas,Idaho Supreme Court,0
Court of Customs and Patent Appeals,Idaho Supreme Court,0
Court of King's Bench,Idaho Supreme Court,0
District Court of Appeal of Florida,Idaho Supreme Court,0
"District Court, C.D. California",Idaho Supreme Court,0
"District Court, D. Alaska",Idaho Supreme Court,0
"District Court, D. Arizona",Idaho Supreme Court,0
"District Court, D. Massachusetts",Idaho Supreme Court,0
"District Court, D. New Hampshire",Idaho Supreme Court,0
"District Court, D. New Jersey",Idaho Supreme Court,0
"District Court, D. South Carolina",Idaho Supreme Court,0
"District Court, District of Columbia",Idaho Supreme Court,0
"District Court, E.D. California",Idaho Supreme Court,0
"District Court, E.D. New York",Idaho Supreme Court,0
"District Court, E.D. Pennsylvania",Idaho Supreme Court,0
"District Court, M.D. Florida",Idaho Supreme Court,0
"District Court, N.D. California",Idaho Supreme Court,0
"District Court, N.D. Illinois",Idaho Supreme Court,0
"District Court, N.D. Indiana",Idaho Supreme Court,0
"District Court, S.D. Florida",Idaho Supreme Court,0
"District Court, S.D. Illinois",Idaho Supreme Court,0
"District Court, S.D. New York",Idaho Supreme Court,0
"District Court, W.D. Michigan",Idaho Supreme Court,0
District of Columbia Court of Appeals,Idaho Supreme Court,0
Florida Attorney General Reports,Idaho Supreme Court,0
Florida Fifth District Court of Appeal,Idaho Supreme Court,0
Florida First District Court of Appeal,Idaho Supreme Court,0
Florida Fourth District Court of Appeal,Idaho Supreme Court,0
Florida Second District Court of Appeal,Idaho Supreme Court,0
Florida Third District Court of Appeal,Idaho Supreme Court,0
Hawaii Intermediate Court of Appeals,Idaho Supreme Court,0
Hawaii Supreme Court,Idaho Supreme Court,0
Idaho Court of Appeals,Idaho Supreme Court,0
Idaho Supreme Court,Idaho Supreme Court,2
Illinois Supreme Court,Idaho Supreme Court,0
Indiana Court of Appeals,Idaho Supreme Court,0
Indiana Supreme Court,Idaho Supreme Court,0
Louisiana Attorney General Reports,Idaho Supreme Court,0
Louisiana Court of Appeal,Idaho Supreme Court,0
Massachusetts Appeals Court,Idaho Supreme Court,0
Massachusetts Supreme Judicial Court,Idaho Supreme Court,0
Michigan Supreme Court,Idaho Supreme Court,0
Mississippi Supreme Court,Idaho Supreme Court,0
Missouri Attorney General Reports,Idaho Supreme Court,0
Missouri Court of Appeals,Idaho Supreme Court,0
Montana Supreme Court,Idaho Supreme Court,0
Nebraska Attorney General Reports,Idaho Supreme Court,0
Nebraska Court of Appeals,Idaho Supreme Court,0
Nevada Supreme Court,Idaho Supreme Court,0
New Jersey Court of Chancery,Idaho Supreme Court,0
New Jersey Superior Court Appellate Division,Idaho Supreme Court,0
New Jersey Tax Court,Idaho Supreme Court,0
New Mexico Supreme Court,Idaho Supreme Court,0
New York Attorney General Reports,Idaho Supreme Court,0
New York Court of Appeals,Idaho Supreme Court,0
New York Supreme Court,Idaho Supreme Court,0
New York Surrogate's Court,Idaho Supreme Court,0
North Carolina Industrial Commission,Idaho Supreme Court,0
North Dakota Supreme Court,Idaho Supreme Court,0
Ohio Court of Appeals,Idaho Supreme Court,0
Ohio Supreme Court,Idaho Supreme Court,0
Oklahoma Attorney General Reports,Idaho Supreme Court,0
Oregon Supreme Court,Idaho Supreme Court,0
Oregon Tax Court,Idaho Supreme Court,0
South Dakota Supreme Court,Idaho Supreme Court,0
Superior Court of Delaware,Idaho Supreme Court,0
Superior Court of North Carolina,Idaho Supreme Court,0
Superior Court of Pennsylvania,Idaho Supreme Court,0
Superior Court of Rhode Island,Idaho Supreme Court,0
Supreme Court of Alabama,Idaho Supreme Court,0
Supreme Court of Arkansas,Idaho Supreme Court,0
Supreme Court of Colorado,Idaho Supreme Court,0
Supreme Court of Connecticut,Idaho Supreme Court,0
Supreme Court of Delaware,Idaho Supreme Court,0
Supreme Court of Florida,Idaho Supreme Court,0
Supreme Court of Georgia,Idaho Supreme Court,0
Supreme Court of Iowa,Idaho Supreme Court,0
Supreme Court of Kansas,Idaho Supreme Court,0
Supreme Court of Louisiana,Idaho Supreme Court,0
Supreme Court of Minnesota,Idaho Supreme Court,0
Supreme Court of Missouri,Idaho Supreme Court,0
Supreme Court of New Hampshire,Idaho Supreme Court,0
Supreme Court of New Jersey,Idaho Supreme Court,0
Supreme Court of North Carolina,Idaho Supreme Court,0
Supreme Court of Oklahoma,Idaho Supreme Court,0
Supreme Court of Pennsylvania,Idaho Supreme Court,0
Supreme Court of Puerto Rico,Idaho Supreme Court,0
Supreme Court of Rhode Island,Idaho Supreme Court,0
Supreme Court of South Carolina,Idaho Supreme Court,0
Supreme Court of the United States,Idaho Supreme Court,0
Supreme Court of Vermont,Idaho Supreme Court,0
Supreme Court of Virginia,Idaho Supreme Court,0
Tennessee Superior Court for Law and Equity,Idaho Supreme Court,0
Tennessee Supreme Court,Idaho Supreme Court,0
Texas Attorney General Reports,Idaho Supreme Court,0
"Texas Court of Appeals, 10th District (Waco)",Idaho Supreme Court,0
"Texas Court of Appeals, 11th District (Eastland)",Idaho Supreme Court,0
"Texas Court of Appeals, 12th District (Tyler)",Idaho Supreme Court,0
"Texas Court of Appeals, 13th District",Idaho Supreme Court,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Idaho Supreme Court,0
"Texas Court of Appeals, 3rd District (Austin)",Idaho Supreme Court,0
"Texas Court of Appeals, 4th District (San Antonio)",Idaho Supreme Court,0
"Texas Court of Appeals, 6th District (Texarkana)",Idaho Supreme Court,0
"Texas Court of Appeals, 7th District (Amarillo)",Idaho Supreme Court,0
"Texas Court of Appeals, 8th District (El Paso)",Idaho Supreme Court,0
"Texas Court of Appeals, 9th District (Beaumont)",Idaho Supreme Court,0
Texas Supreme Court,Idaho Supreme Court,0
U.S. Circuit Court for the District of District of Columbia,Idaho Supreme Court,0
U.S. Circuit Court for the District of Massachusetts,Idaho Supreme Court,0
United States Board of Tax Appeals,Idaho Supreme Court,0
United States Court of International Trade,Idaho Supreme Court,0
Utah Supreme Court,Idaho Supreme Court,0
Washington Supreme Court,Idaho Supreme Court,0
Wisconsin Supreme Court,Idaho Supreme Court,0
Alabama Court of Appeals,Illinois Supreme Court,0
Alaska Supreme Court,Illinois Supreme Court,0
Appellate Court of Illinois,Illinois Supreme Court,0
Appellate Division of the Supreme Court of the State of New York,Illinois Supreme Court,0
Arizona Supreme Court,Illinois Supreme Court,0
Arkansas Attorney General Reports,Illinois Supreme Court,0
Board of Veterans' Appeals,Illinois Supreme Court,0
California Court of Appeal,Illinois Supreme Court,0
California Supreme Court,Illinois Supreme Court,0
Colorado Attorney General Reports,Illinois Supreme Court,0
Colorado Court of Appeals,Illinois Supreme Court,0
Commonwealth Court of Pennsylvania,Illinois Supreme Court,0
Connecticut Appellate Court,Illinois Supreme Court,0
Connecticut Superior Court,Illinois Supreme Court,0
Court for the Trial of Impeachments and Correction of Errors,Illinois Supreme Court,1
Court of Appeals for the D.C. Circuit,Illinois Supreme Court,0
Court of Appeals for the Eighth Circuit,Illinois Supreme Court,0
Court of Appeals for the Eleventh Circuit,Illinois Supreme Court,0
Court of Appeals for the Federal Circuit,Illinois Supreme Court,0
Court of Appeals for the Fifth Circuit,Illinois Supreme Court,0
Court of Appeals for the First Circuit,Illinois Supreme Court,0
Court of Appeals for the Fourth Circuit,Illinois Supreme Court,0
Court of Appeals for the Ninth Circuit,Illinois Supreme Court,0
Court of Appeals for the Second Circuit,Illinois Supreme Court,0
Court of Appeals for the Seventh Circuit,Illinois Supreme Court,0
Court of Appeals for the Sixth Circuit,Illinois Supreme Court,0
Court of Appeals for the Tenth Circuit,Illinois Supreme Court,0
Court of Appeals for the Third Circuit,Illinois Supreme Court,0
Court of Appeals of Arkansas,Illinois Supreme Court,0
Court of Appeals of Georgia,Illinois Supreme Court,0
Court of Appeals of Iowa,Illinois Supreme Court,0
Court of Appeals of Kansas,Illinois Supreme Court,0
Court of Appeals of Kentucky (pre-1976),Illinois Supreme Court,0
Court of Appeals of Maryland,Illinois Supreme Court,0
Court of Appeals of Minnesota,Illinois Supreme Court,0
Court of Appeals of Mississippi,Illinois Supreme Court,0
Court of Appeals of North Carolina,Illinois Supreme Court,0
Court of Appeals of Oregon,Illinois Supreme Court,0
Court of Appeals of South Carolina,Illinois Supreme Court,0
Court of Appeals of Texas,Illinois Supreme Court,0
Court of Appeals of Washington,Illinois Supreme Court,0
Court of Appeals of Wisconsin,Illinois Supreme Court,0
Court of Chancery of Delaware,Illinois Supreme Court,0
Court of Civil Appeals of Alabama,Illinois Supreme Court,0
Court of Claims of Illinois,Illinois Supreme Court,0
Court of Criminal Appeals of Alabama,Illinois Supreme Court,0
Court of Criminal Appeals of Oklahoma,Illinois Supreme Court,0
Court of Criminal Appeals of Texas,Illinois Supreme Court,0
Court of Customs and Patent Appeals,Illinois Supreme Court,0
Court of King's Bench,Illinois Supreme Court,0
District Court of Appeal of Florida,Illinois Supreme Court,0
"District Court, C.D. California",Illinois Supreme Court,0
"District Court, D. Alaska",Illinois Supreme Court,0
"District Court, D. Arizona",Illinois Supreme Court,0
"District Court, D. Massachusetts",Illinois Supreme Court,0
"District Court, D. New Hampshire",Illinois Supreme Court,0
"District Court, D. New Jersey",Illinois Supreme Court,0
"District Court, D. South Carolina",Illinois Supreme Court,0
"District Court, District of Columbia",Illinois Supreme Court,0
"District Court, E.D. California",Illinois Supreme Court,0
"District Court, E.D. New York",Illinois Supreme Court,0
"District Court, E.D. Pennsylvania",Illinois Supreme Court,0
"District Court, M.D. Florida",Illinois Supreme Court,0
"District Court, N.D. California",Illinois Supreme Court,0
"District Court, N.D. Illinois",Illinois Supreme Court,0
"District Court, N.D. Indiana",Illinois Supreme Court,0
"District Court, S.D. Florida",Illinois Supreme Court,0
"District Court, S.D. Illinois",Illinois Supreme Court,0
"District Court, S.D. New York",Illinois Supreme Court,0
"District Court, W.D. Michigan",Illinois Supreme Court,0
District of Columbia Court of Appeals,Illinois Supreme Court,0
Florida Attorney General Reports,Illinois Supreme Court,0
Florida Fifth District Court of Appeal,Illinois Supreme Court,0
Florida First District Court of Appeal,Illinois Supreme Court,0
Florida Fourth District Court of Appeal,Illinois Supreme Court,0
Florida Second District Court of Appeal,Illinois Supreme Court,0
Florida Third District Court of Appeal,Illinois Supreme Court,0
Hawaii Intermediate Court of Appeals,Illinois Supreme Court,0
Hawaii Supreme Court,Illinois Supreme Court,0
Idaho Court of Appeals,Illinois Supreme Court,0
Idaho Supreme Court,Illinois Supreme Court,0
Illinois Supreme Court,Illinois Supreme Court,487
Indiana Court of Appeals,Illinois Supreme Court,0
Indiana Supreme Court,Illinois Supreme Court,0
Louisiana Attorney General Reports,Illinois Supreme Court,0
Louisiana Court of Appeal,Illinois Supreme Court,0
Massachusetts Appeals Court,Illinois Supreme Court,0
Massachusetts Supreme Judicial Court,Illinois Supreme Court,0
Michigan Supreme Court,Illinois Supreme Court,0
Mississippi Supreme Court,Illinois Supreme Court,0
Missouri Attorney General Reports,Illinois Supreme Court,0
Missouri Court of Appeals,Illinois Supreme Court,0
Montana Supreme Court,Illinois Supreme Court,0
Nebraska Attorney General Reports,Illinois Supreme Court,0
Nebraska Court of Appeals,Illinois Supreme Court,0
Nevada Supreme Court,Illinois Supreme Court,0
New Jersey Court of Chancery,Illinois Supreme Court,0
New Jersey Superior Court Appellate Division,Illinois Supreme Court,0
New Jersey Tax Court,Illinois Supreme Court,0
New Mexico Supreme Court,Illinois Supreme Court,0
New York Attorney General Reports,Illinois Supreme Court,0
New York Court of Appeals,Illinois Supreme Court,1
New York Supreme Court,Illinois Supreme Court,0
New York Surrogate's Court,Illinois Supreme Court,0
North Carolina Industrial Commission,Illinois Supreme Court,0
North Dakota Supreme Court,Illinois Supreme Court,0
Ohio Court of Appeals,Illinois Supreme Court,0
Ohio Supreme Court,Illinois Supreme Court,1
Oklahoma Attorney General Reports,Illinois Supreme Court,0
Oregon Supreme Court,Illinois Supreme Court,0
Oregon Tax Court,Illinois Supreme Court,0
South Dakota Supreme Court,Illinois Supreme Court,0
Superior Court of Delaware,Illinois Supreme Court,0
Superior Court of North Carolina,Illinois Supreme Court,0
Superior Court of Pennsylvania,Illinois Supreme Court,0
Superior Court of Rhode Island,Illinois Supreme Court,0
Supreme Court of Alabama,Illinois Supreme Court,0
Supreme Court of Arkansas,Illinois Supreme Court,0
Supreme Court of Colorado,Illinois Supreme Court,0
Supreme Court of Connecticut,Illinois Supreme Court,0
Supreme Court of Delaware,Illinois Supreme Court,0
Supreme Court of Florida,Illinois Supreme Court,0
Supreme Court of Georgia,Illinois Supreme Court,0
Supreme Court of Iowa,Illinois Supreme Court,0
Supreme Court of Kansas,Illinois Supreme Court,0
Supreme Court of Louisiana,Illinois Supreme Court,0
Supreme Court of Minnesota,Illinois Supreme Court,0
Supreme Court of Missouri,Illinois Supreme Court,0
Supreme Court of New Hampshire,Illinois Supreme Court,0
Supreme Court of New Jersey,Illinois Supreme Court,0
Supreme Court of North Carolina,Illinois Supreme Court,0
Supreme Court of Oklahoma,Illinois Supreme Court,0
Supreme Court of Pennsylvania,Illinois Supreme Court,0
Supreme Court of Puerto Rico,Illinois Supreme Court,0
Supreme Court of Rhode Island,Illinois Supreme Court,0
Supreme Court of South Carolina,Illinois Supreme Court,0
Supreme Court of the United States,Illinois Supreme Court,0
Supreme Court of Vermont,Illinois Supreme Court,0
Supreme Court of Virginia,Illinois Supreme Court,0
Tennessee Superior Court for Law and Equity,Illinois Supreme Court,0
Tennessee Supreme Court,Illinois Supreme Court,0
Texas Attorney General Reports,Illinois Supreme Court,0
"Texas Court of Appeals, 10th District (Waco)",Illinois Supreme Court,0
"Texas Court of Appeals, 11th District (Eastland)",Illinois Supreme Court,0
"Texas Court of Appeals, 12th District (Tyler)",Illinois Supreme Court,0
"Texas Court of Appeals, 13th District",Illinois Supreme Court,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Illinois Supreme Court,0
"Texas Court of Appeals, 3rd District (Austin)",Illinois Supreme Court,0
"Texas Court of Appeals, 4th District (San Antonio)",Illinois Supreme Court,0
"Texas Court of Appeals, 6th District (Texarkana)",Illinois Supreme Court,0
"Texas Court of Appeals, 7th District (Amarillo)",Illinois Supreme Court,0
"Texas Court of Appeals, 8th District (El Paso)",Illinois Supreme Court,0
"Texas Court of Appeals, 9th District (Beaumont)",Illinois Supreme Court,0
Texas Supreme Court,Illinois Supreme Court,0
U.S. Circuit Court for the District of District of Columbia,Illinois Supreme Court,0
U.S. Circuit Court for the District of Massachusetts,Illinois Supreme Court,0
United States Board of Tax Appeals,Illinois Supreme Court,0
United States Court of International Trade,Illinois Supreme Court,0
Utah Supreme Court,Illinois Supreme Court,0
Washington Supreme Court,Illinois Supreme Court,0
Wisconsin Supreme Court,Illinois Supreme Court,0
Alabama Court of Appeals,Indiana Court of Appeals,0
Alaska Supreme Court,Indiana Court of Appeals,0
Appellate Court of Illinois,Indiana Court of Appeals,0
Appellate Division of the Supreme Court of the State of New York,Indiana Court of Appeals,0
